je,NONE
mag,NONE
ook,NONE
meekomen,NONE
als,NONE
je,NONE
graag,NONE
meegaat,NONE
.,NONE
Ja,TSW
.,NONE
"
",NONE
All,NONE
right,NONE
",",NONE
ik,NONE
ga,NONE
u,NONE
meenemen,NONE
.,NONE
Ja,TSW
.,NONE
Dus,NONE
jij,NONE
kent,NONE
de,NONE
dingen,NONE
niet,NONE
hé,TSW
",",NONE
het,NONE
lab,NONE
.,NONE
Nee,TSW
.,NONE
Dat,NONE
is,NONE
lab,NONE
1,NONE
.,NONE
Ik,NONE
ga,NONE
u,NONE
effen,NONE
de,NONE
weg,NONE
wijzen,NONE
.,NONE
Je,NONE
moogt,NONE
efkes,VKW
plaatsnemen,NONE
.,NONE
Yes,TSW
",",NONE
zet,NONE
u,NONE
erbij,NONE
.,NONE
Oké,TSW
.,NONE
Straks,NONE
nog,NONE
wat,NONE
meer,NONE
info,NONE
.,NONE
Uw,NONE
handtas,NONE
is,NONE
dat,NONE
oké,NONE
voor,NONE
u,NONE
om,NONE
die,NONE
hier,NONE
te,NONE
laten,NONE
en,NONE
we,CVNW
komen,NONE
straks,NONE
naar,NONE
hier,NONE
terug,NONE
.,NONE
Ja,TSW
",",NONE
oké,NONE
",",NONE
is,NONE
goed,NONE
.,NONE
Ja,TSW
.,NONE
Ik,NONE
ga,NONE
deze,NONE
al,NONE
delen,NONE
",",NONE
je,NONE
moogt,NONE
die,NONE
opspelden,NONE
ongeveer,NONE
op,NONE
schouderhoogte,NONE
",",NONE
iets,NONE
hoger,NONE
dan,NONE
schouderhoogte,NONE
.,NONE
En,NONE
dan,NONE
je,NONE
die,NONE
.,NONE
 ,NONE
Zo,NONE
is,NONE
goed,NONE
?,NONE
Ja,TSW
",",NONE
dat,NONE
is,NONE
perfect,NONE
.,NONE
Het,NONE
zit,NONE
zo,NONE
wel,NONE
zo,NONE
wat,NONE
tegen,NONE
mijn,NONE
trui,NONE
.,NONE
Nee,TSW
",",NONE
dat,NONE
is,NONE
oké,NONE
.,NONE
Dit,NONE
?,NONE
In,NONE
de,NONE
broekzak,NONE
ergens,NONE
proberen,NONE
.,NONE
Mag,NONE
ik,NONE
dat,NONE
aan,NONE
de,NONE
achterzak,NONE
steken,NONE
?,NONE
Ja,TSW
",",NONE
dat,NONE
is,NONE
allemaal,NONE
oké,NONE
.,NONE
Als,NONE
dat,NONE
voor,NONE
u,NONE
oké,NONE
is,NONE
geef,NONE
ik,NONE
kort,NONE
wat,NONE
info,NONE
achteraf,NONE
of,NONE
de,NONE
student,NONE
hier,NONE
gaat,NONE
kort,NONE
wat,NONE
info,NONE
achteraf,NONE
geven,NONE
en,NONE
ik,NONE
leg,NONE
kort,NONE
uit,NONE
wat,NONE
het,NONE
scenario,NONE
is,NONE
.,NONE
Oké,NONE
.,NONE
No,NONE
stress,NONE
",",NONE
je,NONE
kunt,NONE
hier,NONE
gewoon,NONE
niets,NONE
verkeerd,NONE
doen,NONE
.,NONE
Oké,TSW
",",NONE
dus,NONE
we,CVNW
gaan,NONE
geen,NONE
rollenspel,NONE
spelen,NONE
ofzo,NONE
toch,NONE
hé,TSW
?,NONE
Eigenlijk,NONE
wel,NONE
zeker,NONE
.,NONE
Laat,NONE
ik,NONE
het,NONE
zo,NONE
zeggen,NONE
.,NONE
Oké,TSW
",",NONE
is,NONE
goed,NONE
.,NONE
Wat,NONE
de,NONE
bedoeling,NONE
is,NONE
",",NONE
je,NONE
kunt,NONE
niks,NONE
fout,NONE
doen,NONE
",",NONE
ook,NONE
niet,NONE
in,NONE
communicatie,NONE
enfin,NONE
.,NONE
Het,NONE
is,NONE
gewoon,NONE
.,NONE
Oké,TSW
.,NONE
We,CVNW
praten,NONE
als,NONE
mensen,NONE
onder,NONE
mekaar,NONE
.,NONE
Hiernaast,NONE
dat,NONE
is,NONE
de,NONE
woning,NONE
van,NONE
Diego,NONE
en,NONE
Diego,NONE
is,NONE
22,NONE
jaar,NONE
",",NONE
woont,NONE
hier,NONE
thuis,NONE
.,NONE
En,NONE
die,NONE
moet,NONE
klaargemaakt,NONE
worden,NONE
om,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
te,NONE
gaan,NONE
",",NONE
hij,NONE
is,NONE
aangekleed,NONE
",",NONE
juist,NONE
de,NONE
schoenen,NONE
en,NONE
de,NONE
jas,NONE
zal,NONE
hij,NONE
nog,NONE
niet,NONE
aanhebben,NONE
.,NONE
Je,NONE
moet,NONE
eigenlijk,NONE
gewoon,NONE
een,NONE
beetje,VKW
een,NONE
fijne,NONE
small,NONE
talk,NONE
voeren,NONE
",",NONE
gewoon,NONE
een,NONE
leuke,NONE
babbel,NONE
zoals,NONE
dat,NONE
je,NONE
met,NONE
andere,NONE
mensen,NONE
voert,NONE
.,NONE
Hij,NONE
doet,NONE
dat,NONE
wel,NONE
niet,NONE
zo,NONE
graag,NONE
",",NONE
om,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
te,NONE
gaan,NONE
",",NONE
dus,NONE
dat,NONE
is,NONE
wel,NONE
fijn,NONE
als,NONE
je,NONE
gewoon,NONE
een,NONE
leuke,NONE
babbel,NONE
hebt,NONE
.,NONE
 ,NONE
Oké,TSW
.,NONE
En,NONE
nadien,NONE
gaan,NONE
we,CVNW
.,NONE
En,NONE
gelijk,NONE
",",NONE
wat,NONE
is,NONE
mijn,NONE
rol,NONE
",",NONE
waarom,NONE
?,NONE
Je,NONE
bent,NONE
zorgverlener,NONE
.,NONE
Ah,TSW
",",NONE
oké,NONE
.,NONE
Ja,TSW
",",NONE
ja,TSW
",",NONE
ja,TSW
",",NONE
inderdaad,NONE
niet,NONE
gezegd,NONE
.,NONE
Goeie,NONE
vraag,NONE
.,NONE
Dus,NONE
dat,NONE
is,NONE
Diego,NONE
",",NONE
22,NONE
",",NONE
revalidatiecentrum,NONE
",",NONE
hem,NONE
helpen,NONE
klaarmaken,NONE
.,NONE
En,NONE
nadien,NONE
gaan,NONE
we,CVNW
naar,NONE
de,NONE
woning,NONE
van,NONE
Johanna,NONE
en,NONE
zij,NONE
is,NONE
81,NONE
",",NONE
maar,NONE
ik,NONE
kom,NONE
u,NONE
straks,NONE
wel,NONE
ophalen,NONE
als,NONE
we,CVNW
doorgaan,NONE
tot,NONE
bij,NONE
Johanna,NONE
.,NONE
Oké,NONE
.,NONE
Goed,NONE
?,NONE
 ,NONE
Ja,TSW
.,NONE
Dus,NONE
",",NONE
ik,NONE
ga,NONE
u,NONE
hier,NONE
in,NONE
de,NONE
ruimte,NONE
hiertegen,NONE
.,NONE
Dus,NONE
ik,NONE
moet,NONE
doen,NONE
alsof,NONE
ik,NONE
die,NONE
klaarmaak,NONE
met,NONE
schoenen,NONE
en,NONE
jas,NONE
aandoen,NONE
enzo,NONE
en,NONE
dan,NONE
meenemen,NONE
?,NONE
Ja,TSW
",",NONE
ja,TSW
.,NONE
Maar,NONE
hij,NONE
wel,NONE
.,NONE
Oké,TSW
.,NONE
Vraagt,NONE
",",NONE
gewone,NONE
babbel,NONE
hé,TSW
.,NONE
Oké,TSW
.,NONE
Het,NONE
is,NONE
een,NONE
levende,NONE
mens,NONE
die,NONE
",",NONE
dus,NONE
zeker,NONE
als,NONE
je,NONE
.,NONE
Oké,TSW
.,NONE
Dus,NONE
zeker,NONE
als,NONE
.,NONE
Ik,NONE
ken,NONE
hem,NONE
zelf,NONE
ook,NONE
niet,NONE
",",NONE
ik,NONE
weet,NONE
enkel,NONE
Diego,NONE
",",NONE
22,NONE
en,NONE
er,NONE
is,NONE
mij,NONE
gezegd,NONE
geweest,NONE
hij,NONE
moet,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
.,NONE
Dus,NONE
als,NONE
je,NONE
hier,NONE
tussen,NONE
gaat,NONE
",",NONE
ga,NONE
je,NONE
hem,NONE
ontmoeten,NONE
.,NONE
 ,NONE
Oké,TSW
.,NONE
Goed,NONE
?,NONE
Fijne,NONE
kennismaking,NONE
.,NONE
Hallo,TSW
",",NONE
goeiemiddag,NONE
.,NONE
Hallo,TSW
",",NONE
goeiemiddag,NONE
.,NONE
Hoe,NONE
gaat,NONE
het,NONE
?,NONE
Ca,NONE
va,NONE
",",NONE
ca,NONE
va,NONE
.,NONE
Ca,NONE
va,NONE
.,NONE
Ja,TSW
ik,NONE
weet,NONE
niet,NONE
",",NONE
ja,TSW
je,NONE
weet,NONE
mijn,NONE
naam,NONE
nog,NONE
niet,NONE
hé,TSW
dus,NONE
ik,NONE
zal,NONE
mij,NONE
effen,NONE
voorstellen,NONE
",",NONE
ik,NONE
ben,NONE
Hanne,NONE
en,NONE
ik,NONE
ben,NONE
zorgverlener,NONE
die,NONE
u,NONE
vandaag,NONE
gaat,NONE
helpen,NONE
",",NONE
dus,NONE
.,NONE
Super,NONE
.,NONE
Oké,NONE
.,NONE
Ja,TSW
.,NONE
Uwe,NONE
naam,NONE
was,NONE
Diego,NONE
toch,NONE
?,NONE
Ja,TSW
",",NONE
ja,TSW
klopt,NONE
.,NONE
Aangenaam,NONE
.,NONE
Aangenaam,NONE
.,NONE
Gaat,NONE
het,NONE
lukken,NONE
vandaag,NONE
om,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
te,NONE
gaan,NONE
?,NONE
Ja,TSW
",",NONE
ja,TSW
.,NONE
Ja,TSW
",",NONE
het,NONE
is,NONE
zo,NONE
wat,NONE
stomme,NONE
oefeningen,NONE
doen,NONE
hé,TSW
",",NONE
maar,NONE
ja,TSW
.,NONE
Ja,TSW
.,NONE
Ik,NONE
heb,NONE
wat,NONE
last,NONE
van,NONE
mijn,NONE
rug,NONE
",",NONE
daarmee,NONE
.,NONE
Hmm,NONE
.,NONE
Oplossen,NONE
hé,TSW
.,NONE
Ja,TSW
.,NONE
Zie,NONE
je,NONE
der,NONE
wat,NONE
tegenop,NONE
?,NONE
Ja,TSW
",",NONE
ja,TSW
",",NONE
is,NONE
niet,NONE
zo,NONE
leuk,NONE
hé,TSW
.,NONE
Nee,TSW
.,NONE
 ,NONE
Maar,NONE
ja,TSW
kijk,NONE
",",NONE
als,NONE
het,NONE
wat,NONE
genezen,NONE
is,NONE
is,NONE
het,NONE
goed,NONE
.,NONE
Voilà,TSW
ja,TSW
",",NONE
het,NONE
is,NONE
wel,NONE
nodig,NONE
hé,TSW
om,NONE
om,NONE
te,NONE
gaan,NONE
hé,TSW
.,NONE
Ja,TSW
",",NONE
ja,TSW
",",NONE
ja,TSW
.,NONE
Oké,TSW
.,NONE
Ik,NONE
zal,NONE
mij,NONE
rechtzetten,NONE
.,NONE
Mijn,NONE
schoenen,NONE
.,NONE
Ja,TSW
",",NONE
heb,NONE
jij,NONE
nog,NONE
iets,NONE
nodig,NONE
voor,NONE
dat,NONE
we,CVNW
vertrekken,NONE
.,NONE
Nee,TSW
",",NONE
juist,NONE
mijn,NONE
schoenen,NONE
en,NONE
mijn,NONE
jas,NONE
toch,NONE
.,NONE
Ja,TSW
",",NONE
oké,NONE
.,NONE
Voilà,TSW
zé,TSW
.,NONE
Doe,NONE
maar,NONE
op,NONE
u,NONE
gemak,NONE
.,NONE
Zo,NONE
.,NONE
Ja,TSW
.,NONE
En,NONE
de,NONE
weg,NONE
is,NONE
langst,NONE
daar,NONE
.,NONE
Het,NONE
is,NONE
langst,NONE
daar,NONE
",",NONE
ik,NONE
zal,NONE
u,NONE
volgen,NONE
.,NONE
Merci,NONE
.,NONE
All,NONE
right,NONE
",",NONE
super,NONE
.,NONE
Kei,NONE
goed,NONE
gedaan,NONE
.,NONE
Dank,NONE
u.,NONE
Dat,NONE
was,NONE
de,NONE
bewoner,NONE
voor,NONE
naar,NONE
.,NONE
"
",NONE
Hallo,TSW
.,NONE
Hallo,TSW
.,NONE
Goeiemiddag,NONE
.,NONE
Dag,NONE
Johanna,NONE
",",NONE
alles,NONE
goed,NONE
?,NONE
Ca,NONE
va,NONE
.,NONE
Ca,NONE
vatjes,VKW
?,NONE
Je,NONE
kent,NONE
mij,NONE
nog,NONE
niet,NONE
hé,TSW
",",NONE
dus,NONE
ik,NONE
zal,NONE
mij,NONE
eventjes,VKW
voorstellen,NONE
.,NONE
Ik,NONE
ben,NONE
Hanne,NONE
en,NONE
ik,NONE
ga,NONE
vandaag,NONE
",",NONE
ja,TSW
",",NONE
u,NONE
helpen,NONE
om,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
te,NONE
gaan,NONE
hé,TSW
.,NONE
Zie,NONE
je,NONE
het,NONE
een,NONE
beetje,VKW
zitten,NONE
?,NONE
Ja,TSW
",",NONE
oké,NONE
.,NONE
Ja,TSW
?,NONE
Ja,TSW
.,NONE
Kunde,NONE
mij,NONE
een,NONE
beetje,VKW
helpen,NONE
?,NONE
Zeker,NONE
",",NONE
natuurlijk,NONE
.,NONE
Moet,NONE
ik,NONE
uw,NONE
jas,NONE
efkes,VKW
pakken,NONE
eerst,NONE
wel,NONE
?,NONE
Dan,NONE
ligt,NONE
die,NONE
niet,NONE
meer,NONE
in,NONE
de,NONE
weg,NONE
.,NONE
Gaat,NONE
dat,NONE
lukken,NONE
?,NONE
Ja,TSW
.,NONE
Je,NONE
moet,NONE
maar,NONE
zeggen,NONE
waar,NONE
dat,NONE
je,NONE
hulp,NONE
mee,NONE
nodig,NONE
hebt,NONE
en,NONE
dan,NONE
help,NONE
ik,NONE
u.,NONE
Ja,TSW
.,NONE
Ik,NONE
zal,NONE
u,NONE
best,NONE
hier,NONE
laten,NONE
steunen,NONE
.,NONE
Mijn,NONE
schoenen,NONE
",",NONE
mijn,NONE
schoenen,NONE
.,NONE
U,NONE
schoenen,NONE
",",NONE
waar,NONE
staan,NONE
ze,NONE
?,NONE
Hier,NONE
zijn,NONE
die,NONE
",",NONE
hier,NONE
.,NONE
Ja,TSW
",",NONE
ik,NONE
ga,NONE
ze,NONE
gaan,NONE
halen,NONE
.,NONE
Ja,TSW
",",NONE
blijf,NONE
zitten,NONE
hé,TSW
.,NONE
Voilà,TSW
.,NONE
Ik,NONE
weet,NONE
niet,NONE
wat,NONE
dat,NONE
er,NONE
juist,NONE
aan,NONE
de,NONE
hand,NONE
is,NONE
",",NONE
dus,NONE
je,NONE
moet,NONE
mij,NONE
maar,NONE
zeggen,NONE
.,NONE
Ja,TSW
.,NONE
Waar,NONE
da,NONE
je,NONE
hulp,NONE
mee,NONE
nodig,NONE
hebt,NONE
.,NONE
Ja,TSW
",",NONE
ik,NONE
zou,NONE
willen,NONE
dat,NONE
je,NONE
mij,NONE
helpt,NONE
met,NONE
mijn,NONE
schoenen,NONE
.,NONE
Oké,TSW
",",NONE
we,CVNW
gaan,NONE
eerst,NONE
de,NONE
linkse,NONE
doen,NONE
hé,TSW
.,NONE
Steek,NONE
er,NONE
maar,NONE
in,NONE
.,NONE
Ja,TSW
",",NONE
ik,NONE
ben,NONE
linkshandig,NONE
.,NONE
Kun,NONE
je,NONE
nog,NONE
het,NONE
rechtzetten,NONE
?,NONE
Ja,TSW
.,NONE
Heel,NONE
goed,NONE
.,NONE
Ik,NONE
zal,NONE
hem,NONE
dichtdoen,NONE
.,NONE
En,NONE
dan,NONE
deze,NONE
.,NONE
Ja,TSW
.,NONE
Oké,TSW
en,NONE
duw,NONE
maar,NONE
.,NONE
Dat,NONE
lukt,NONE
",",NONE
eerst,NONE
een,NONE
beetje,VKW
meer,NONE
naar,NONE
voor,NONE
schuiven,NONE
.,NONE
Ja,TSW
",",NONE
ja,TSW
",",NONE
ja,TSW
.,NONE
Ja,TSW
",",NONE
top.,NONE
Dank,NONE
u.,NONE
Je,NONE
hebt,NONE
dat,NONE
heel,NONE
goed,NONE
gedaan,NONE
.,NONE
Wil,NONE
je,NONE
u,NONE
jas,NONE
liefst,NONE
ook,NONE
al,NONE
zittend,NONE
aandoen,NONE
of,NONE
wil,NONE
je,NONE
die,NONE
als,NONE
je,NONE
rechtstaat,NONE
aandoen,NONE
?,NONE
Nee,TSW
",",NONE
ik,NONE
zal,NONE
wel,NONE
rechtstaan,NONE
.,NONE
Rechtstaan,NONE
",",NONE
oké,NONE
.,NONE
Hier,NONE
nog,NONE
wat,NONE
steunen,NONE
of,NONE
is,NONE
1,NONE
arm,NONE
genoeg,NONE
?,NONE
Nee,TSW
",",NONE
dat,NONE
is,NONE
oké,NONE
.,NONE
 ,NONE
Super,NONE
.,NONE
Dat,NONE
lukt,NONE
zo,NONE
?,NONE
Heb,NONE
je,NONE
nog,NONE
iets,NONE
nodig,NONE
?,NONE
U,NONE
chacoche,NONE
heb,NONE
je,NONE
al,NONE
zie,NONE
ik,NONE
.,NONE
Die,NONE
heb,NONE
ik,NONE
.,NONE
Je,NONE
moogt,NONE
mij,NONE
misschien,NONE
ewwa,NONE
helpen,NONE
.,NONE
Ja,TSW
.,NONE
Zien,NONE
dat,NONE
de,NONE
kap,NONE
goed,NONE
zit,NONE
",",NONE
maar,NONE
dat,NONE
zit,NONE
ietske,VKW
",",NONE
ja,TSW
is,NONE
goed,NONE
.,NONE
Super,NONE
.,NONE
Lukt,NONE
dat,NONE
om,NONE
dicht,NONE
te,NONE
doen,NONE
of,NONE
is,NONE
dat,NONE
niet,NONE
nodig,NONE
?,NONE
Het,NONE
is,NONE
niet,NONE
zo,NONE
super,NONE
koud,NONE
buiten,NONE
.,NONE
Nee,TSW
",",NONE
dat,NONE
gaat,NONE
zelf,NONE
gaan,NONE
.,NONE
Dat,NONE
gaat,NONE
?,NONE
Oké,TSW
.,NONE
En,NONE
langs,NONE
waar,NONE
gaan,NONE
ik,NONE
nu,NONE
?,NONE
Zo,NONE
.,NONE
Ja,TSW
",",NONE
dat,NONE
weet,NONE
ik,NONE
ook,NONE
niet,NONE
.,NONE
Heb,NONE
jij,NONE
nog,NONE
iets,NONE
nodig,NONE
of,NONE
gaat,NONE
dat,NONE
lukken,NONE
?,NONE
Ik,NONE
hem,NONE
niets,NONE
vergeten,NONE
.,NONE
Sleutels,NONE
enzo,NONE
mee,NONE
?,NONE
Oké,TSW
top,NONE
",",NONE
goed,NONE
gedaan,NONE
.,NONE
Dank,NONE
u,NONE
wel,NONE
.,NONE
Goed,NONE
gedaan,NONE
.,NONE
Oké,TSW
.,NONE
De,NONE
student,NONE
gaat,NONE
misschien,NONE
kort,NONE
wat,NONE
info,NONE
geven,NONE
over,NONE
wat,NONE
de,NONE
bedoeling,NONE
is,NONE
",",NONE
maar,NONE
super,NONE
goed,NONE
gedaan,NONE
.,NONE
"
",NONE
Je,NONE
moogt,NONE
ze,NONE
hier,NONE
efkes,VKW
laten,NONE
als,NONE
je,NONE
het,NONE
goed,NONE
vind,NONE
.,NONE
Ja,TSW
.,NONE
Ik,NONE
heb,NONE
al,NONE
eerst,NONE
een,NONE
microfoon,NONE
voor,NONE
u.,NONE
Deze,NONE
moogde,NONE
ergens,NONE
aanhangen,NONE
of,NONE
in,NONE
u,NONE
broekzak,NONE
steken,NONE
.,NONE
Ja,TSW
het,NONE
is,NONE
niet,NONE
zo,NONE
.,NONE
En,NONE
dit,NONE
mag,NONE
ergens,NONE
hier,NONE
zo,NONE
.,NONE
Anders,NONE
kraakt,NONE
dat,NONE
zo,NONE
wat,NONE
te,NONE
veel,NONE
.,NONE
Iets,NONE
lager,NONE
",",NONE
dan,NONE
hier,NONE
zo,NONE
.,NONE
Ja,TSW
.,NONE
Zo,TSW
of,NONE
moet,NONE
dat,NONE
iets,NONE
hoger,NONE
?,NONE
Allez,TSW
",",NONE
zo,TSW
.,NONE
Ja,TSW
.,NONE
Ja,TSW
",",NONE
Anke,NONE
",",NONE
een,NONE
paar,NONE
standaardvragen,NONE
.,NONE
Zet,NONE
u,NONE
maar,NONE
.,NONE
U,NONE
naam,NONE
weet,NONE
ik,NONE
uiteraard,NONE
al,NONE
",",NONE
maar,NONE
het,NONE
is,NONE
gewoon,NONE
",",NONE
ik,NONE
ga,NONE
het,NONE
nog,NONE
eens,NONE
herhalen,NONE
zodat,NONE
het,NONE
op,NONE
de,NONE
micro,NONE
staat,NONE
.,NONE
Ja,TSW
",",NONE
is,NONE
goed,NONE
.,NONE
Dus,NONE
u,NONE
naam,NONE
is,NONE
?,NONE
Anke,NONE
Springael,NONE
.,NONE
En,NONE
wat,NONE
studeer,NONE
jij,NONE
.,NONE
Orthopedagogie,NONE
.,NONE
En,NONE
hoe,NONE
komt,NONE
het,NONE
",",NONE
hoe,NONE
ben,NONE
je,NONE
erop,NONE
gekomen,NONE
om,NONE
orthopedagogie,NONE
te,NONE
kiezen,NONE
?,NONE
Mijn,NONE
mama,NONE
die,NONE
zat,NONE
in,NONE
de,NONE
sector,NONE
en,NONE
eigenlijk,NONE
van,NONE
jongs,NONE
af,NONE
aan,NONE
ben,NONE
ik,NONE
daarin,NONE
opgegroeid,NONE
",",NONE
dus,NONE
ik,NONE
weet,NONE
van,NONE
mijn,NONE
12,NONE
jaar,NONE
dat,NONE
ik,NONE
eigenlijk,NONE
orthopedagogie,NONE
moet,NONE
studeren,NONE
.,NONE
Ah,TSW
ja,TSW
",",NONE
oké,NONE
super,NONE
.,NONE
En,NONE
wat,NONE
zou,NONE
je,NONE
later,NONE
van,NONE
werk,NONE
willen,NONE
doen,NONE
?,NONE
Ik,NONE
zou,NONE
graag,NONE
willen,NONE
werken,NONE
bij,NONE
kinderen,NONE
met,NONE
een,NONE
verstandelijke,NONE
beperking,NONE
.,NONE
Ah,TSW
ja,TSW
",",NONE
oké,NONE
.,NONE
Oké,TSW
",",NONE
super,NONE
.,NONE
Dan,NONE
ga,NONE
ik,NONE
een,NONE
beetje,VKW
uitleggen,NONE
wat,NONE
dat,NONE
er,NONE
nu,NONE
gaat,NONE
gebeuren,NONE
.,NONE
Hiernaast,NONE
is,NONE
er,NONE
een,NONE
",",NONE
een,NONE
kamer,NONE
",",NONE
het,NONE
is,NONE
de,NONE
bedoeling,NONE
dat,NONE
je,NONE
een,NONE
scenario,NONE
doet,NONE
",",NONE
dus,NONE
een,NONE
zorgscenario,NONE
.,NONE
Hier,NONE
is,NONE
Gilbert,NONE
en,NONE
Gilbert,NONE
is,NONE
gewoon,NONE
in,NONE
zijn,NONE
thuisomgeving,NONE
",",NONE
hij,NONE
is,NONE
81,NONE
jaar,NONE
en,NONE
het,NONE
is,NONE
de,NONE
bedoeling,NONE
dat,NONE
je,NONE
hem,NONE
helpt,NONE
klaarmaken,NONE
om,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
te,NONE
gaan,NONE
.,NONE
Nu,NONE
",",NONE
het,NONE
is,NONE
wel,NONE
een,NONE
van,NONE
de,NONE
eerste,NONE
keren,NONE
dat,NONE
hij,NONE
gaat,NONE
",",NONE
dus,NONE
probeert,NONE
hem,NONE
zo,NONE
wat,NONE
met,NONE
small,NONE
talk,NONE
een,NONE
beetje,VKW
op,NONE
zijn,NONE
gemak,NONE
te,NONE
stellen,NONE
.,NONE
Hij,NONE
heeft,NONE
al,NONE
zijn,NONE
kleren,NONE
al,NONE
aan,NONE
",",NONE
dus,NONE
ca,NONE
va,NONE
wel,NONE
",",NONE
juist,NONE
zijn,NONE
schoenen,NONE
en,NONE
zijn,NONE
jas,NONE
heeft,NONE
hij,NONE
nog,NONE
niet,NONE
aan,NONE
.,NONE
Dus,NONE
gewoon,NONE
hem,NONE
klaarmaken,NONE
voor,NONE
het,NONE
revalidatiecentrum,NONE
",",NONE
als,NONE
het,NONE
afgerond,NONE
is,NONE
dan,NONE
kom,NONE
ik,NONE
hier,NONE
en,NONE
zal,NONE
ik,NONE
u,NONE
wel,NONE
merken,NONE
.,NONE
En,NONE
dan,NONE
hierna,NONE
is,NONE
er,NONE
nog,NONE
een,NONE
kamer,NONE
",",NONE
ook,NONE
een,NONE
ander,NONE
scenario,NONE
",",NONE
maar,NONE
dan,NONE
zal,NONE
ik,NONE
straks,NONE
wel,NONE
effen,NONE
uitleg,NONE
geven,NONE
.,NONE
En,NONE
is,NONE
het,NONE
improvisatie,NONE
of,NONE
een,NONE
tekst,NONE
?,NONE
Je,NONE
moogt,NONE
gewoon,NONE
beetje,VKW
",",NONE
zoals,NONE
dat,NONE
je,NONE
het,NONE
in,NONE
het,NONE
echt,NONE
zou,NONE
doen,NONE
eigenlijk,NONE
.,NONE
Ja,TSW
",",NONE
oké,NONE
.,NONE
Komt,NONE
goed,NONE
.,NONE
En,NONE
na,NONE
het,NONE
afloop,NONE
van,NONE
het,NONE
experiment,NONE
zullen,NONE
we,CVNW
inderdaad,NONE
wat,NONE
meer,NONE
uitleg,NONE
geven,NONE
",",NONE
want,NONE
het,NONE
is,NONE
misschien,NONE
hier,NONE
wat,NONE
.,NONE
Ja,TSW
",",NONE
is,NONE
goed,NONE
.,NONE
Maar,NONE
je,NONE
weet,NONE
nu,NONE
wat,NONE
dat,NONE
je,NONE
moet,NONE
doen,NONE
?,NONE
Ja,TSW
.,NONE
Of,NONE
?,NONE
Ja,TSW
.,NONE
Zie,NONE
je,NONE
het,NONE
zitten,NONE
?,NONE
Mhm,TSW
.,NONE
Oké,TSW
",",NONE
ca,NONE
va,NONE
.,NONE
Dan,NONE
ga,NONE
ik,NONE
hier,NONE
gaan,NONE
",",NONE
hier,NONE
is,NONE
de,NONE
technische,NONE
ruimte,NONE
en,NONE
dan,NONE
wacht,NONE
ik,NONE
even,NONE
",",NONE
ik,NONE
kom,NONE
dan,NONE
als,NONE
het,NONE
afgerond,NONE
is,NONE
.,NONE
Goed,NONE
?,NONE
Dus,NONE
ik,NONE
moet,NONE
gewoon,NONE
naar,NONE
hier,NONE
en,NONE
dan,NONE
binnenkomen,NONE
?,NONE
Ja,TSW
.,NONE
Ja,TSW
",",NONE
je,NONE
moogt,NONE
gewoon,NONE
beginnen,NONE
wanneer,NONE
dat,NONE
je,NONE
u,NONE
klaar,NONE
voelt,NONE
.,NONE
Oké,TSW
",",NONE
is,NONE
goed,NONE
.,NONE
Oké,TSW
",",NONE
dank,NONE
je,NONE
wel,NONE
.,NONE
Dan,NONE
zie,NONE
ik,NONE
u,NONE
binnen,NONE
een,NONE
paar,NONE
minuten,NONE
als,NONE
je,NONE
klaar,NONE
zijt,NONE
.,NONE
Dus,NONE
meneer,NONE
Gilbert,NONE
is,NONE
81,NONE
.,NONE
Oké,TSW
",",NONE
is,NONE
goed,NONE
.,NONE
Dag,NONE
meneer,NONE
.,NONE
Goeiedag,NONE
.,NONE
Hallo,TSW
.,NONE
Ik,NONE
ben,NONE
Anke,NONE
en,NONE
ik,NONE
heb,NONE
begrepen,NONE
dat,NONE
jij,NONE
vandaag,NONE
voor,NONE
de,NONE
eerste,NONE
keer,NONE
naar,NONE
het,NONE
revalidatiecentrum,NONE
gaat,NONE
gaan,NONE
.,NONE
Ja,TSW
.,NONE
Zie,NONE
je,NONE
het,NONE
een,NONE
beetje,VKW
zitten,NONE
?,NONE
Wel,NONE
min,NONE
of,NONE
meer,NONE
toch,NONE
allez,TSW
.,NONE
Een,NONE
beetje,VKW
twijfel,NONE
?,NONE
Ja,TSW
",",NONE
ja,TSW
",",NONE
ja,TSW
",",NONE
een,NONE
beetje,VKW
twijfel,NONE
.,NONE
Ik,NONE
weet,NONE
niet,NONE
goed,NONE
wat,NONE
dat,NONE
dat,NONE
",",NONE
zullen,NONE
doen,NONE
met,NONE
mij,NONE
.,NONE
Ja,TSW
",",NONE
ma,NONE
ja,TSW
",",NONE
het,NONE
ding,NONE
is,NONE
ook,NONE
",",NONE
een,NONE
nieuwe,NONE
omgeving,NONE
",",NONE
je,NONE
gaat,NONE
ook,NONE
nieuwe,NONE
mensen,NONE
leren,NONE
kennen,NONE
",",NONE
dat,NONE
is,NONE
misschien,NONE
wel,NONE
eens,NONE
leuk,NONE
.,NONE
Ja,TSW
.,NONE
We,CVNW
gaan,NONE
u,NONE
ver,NONE
klaarmaken,NONE
